fund number,Date,Return,F1,F2,F3,F4,F5,F6,F7,F8
8264,20140627,-0.3901,0.83,0.78,0.77,0.4,0.45,0.22,-0.16,0.25
8264,20140630,-0.9138,0.26,0.23,0.35,0.23,0.38,0.37,0.12,-0.08
8264,20140701,-0.2635,1.16,1.19,0.94,0.77,0.7,0.41,0.22,0.17
8264,20140702,0.1321,-0.11,-0.18,-0.14,-0.17,-0.34,-0.41,-0.07,0.45
8264,20140703,-0.1319,0.61,0.7,0.6,0.69,0.61,0.48,0.03,0.07
8264,20140707,-1.0568,-2.26,-1.77,-1.21,-1.06,-0.87,-0.74,-0.16,0.77
8264,20140708,-0.267,-2.17,-1.16,-1.05,-1.24,-0.68,-0.6,-0.23,0.67
8264,20140709,-0.5355,0.06,0.1,0.12,0.5,0.3,0.33,0.31,-0.18
8264,20140710,-0.2692,-1.17,-0.87,-0.9,-0.67,-0.52,-0.58,0,0.01
8264,20140711,-0.6748,0.31,-0.26,-0.02,-0.01,0.01,-0.09,0.12,0.35
8264,20140714,0,0.63,0.57,0.48,0.38,0.37,0.3,0.39,0.07
8264,20140715,-0.5435,-1.72,-1.05,-0.72,-0.69,-0.25,-0.06,-0.51,0.17
8264,20140716,0.1366,-0.29,-0.36,0.08,0,0.36,0.19,-0.14,-0.28
8264,20140717,0.1364,-1.97,-1.44,-1.05,-1.26,-1.2,-1.31,-0.55,-0.19
8264,20140718,-0.545,1.88,1.26,0.95,1.2,1.15,1.09,0.52,0.3
8264,20140721,0.137,-0.27,-0.42,-0.28,-0.29,-0.21,-0.27,0.23,0.01
8264,20140722,-0.4104,0.9,0.97,0.5,0.66,0.65,0.31,0.28,-0.03
8264,20140723,0.2747,0.65,-0.14,0.14,0.14,-0.03,-0.03,-0.19,0.32
8264,20140724,-0.137,-0.14,-0.27,-0.26,0.37,0.09,0.24,-0.14,0.4
8264,20140725,0.2743,-0.89,-0.87,-0.44,-0.56,-0.59,-0.49,-0.23,-0.01
8264,20140728,0,-0.95,-0.51,-0.23,-0.26,-0.19,-0.03,-0.23,-0.3
8264,20140729,-0.5472,0.63,0.14,-0.19,0.03,-0.65,-0.59,-0.23,0.3
8264,20140730,-0.1376,0.67,0.49,0.42,0.38,0.07,-0.24,-0.13,-0.06
8264,20140731,-0.2755,-2.3,-1.78,-1.35,-2.23,-1.96,-1.92,-0.68,-0.1
8264,20140801,-0.6906,-0.96,-0.8,-0.54,-0.15,-0.24,-0.36,0.3,0.24
8264,20140804,0.6954,0.82,0.58,0.32,0.88,0.72,0.5,0.55,0.21
8264,20140805,-0.4144,-0.02,-0.04,-0.16,-0.48,-0.89,-0.73,-0.33,0.2
8264,20140806,0.6935,0.37,0.38,0.47,-0.01,-0.23,0.24,-0.56,0.25
8264,20140807,-0.4132,-0.61,-0.76,-0.36,-0.37,-0.69,-0.45,0.1,0.16
8264,20140808,-0.2766,1.03,0.79,0.58,1.2,1.3,1.23,0.06,0.45
8264,20140811,0.2774,1.2,0.87,0.73,0.6,0.49,0.21,0,-0.16
8264,20140812,-0.6916,-0.95,-0.72,-0.48,-0.43,-0.33,-0.14,-0.05,-0.22
8264,20140813,-0.4178,0.67,0.42,0.5,0.82,0.72,0.62,0.8,-0.04
8264,20140814,-0.4196,0.24,0.18,0.2,0.46,0.42,0.35,-0.32,-0.23
8264,20140815,0.1404,-0.19,-0.18,-0.26,0.03,-0.03,-0.02,0.38,0.17
8264,20140818,-0.561,1.26,1.27,1,1.13,1.02,0.8,0.14,-0.02
8264,20140819,-0.141,0.35,0.59,0.24,0.54,0.44,0.54,-0.03,-0.1
8264,20140820,0.2825,-0.77,-0.57,-0.25,0.16,0.35,0.23,0.03,0.34
8264,20140821,0.1408,-0.17,0.48,0.39,0.02,0.22,0.38,-0.39,0.01
8264,20140822,0,0.24,0.34,0.12,0.18,-0.17,-0.24,0.09,-0.36
8264,20140825,0,0.56,0.26,0.28,0.56,0.42,0.61,0.28,-0.11
8264,20140826,0.2813,1.04,0.63,0.47,0.38,0.12,0.17,-0.24,-0.05
8264,20140827,0.1403,-0.1,-0.19,0.05,-0.18,0.02,0.16,0.06,0.13
8264,20140828,0.1401,-0.54,-0.51,-0.36,-0.21,-0.02,-0.15,0.05,0.02
8264,20140829,0.1399,0.88,0.69,0.51,0.55,0.4,0.61,0.06,0.01
8264,20140902,-0.9777,0.19,0.65,0.46,0.28,0.13,-0.17,0.3,-0.32
8264,20140903,-0.141,-0.72,-0.69,-0.43,-0.22,-0.11,-0.07,-0.15,0.64
8264,20140904,-0.4237,-0.31,-0.21,-0.31,-0.28,-0.21,-0.41,-0.34,-0.23
8264,20140905,0.2837,0.04,0.14,0.19,0.39,0.42,0.32,0.29,-0.1
8264,20140908,-0.4243,0.95,0.36,0.13,-0.01,-0.28,-0.42,0.17,-0.3
8264,20140909,-0.7102,-1.22,-1.04,-0.73,-0.86,-0.72,-0.87,0.16,0.18
8264,20140910,-0.7153,0.86,0.27,0.26,0.56,0.24,0.31,0,-0.19
8264,20140911,-0.7205,0.4,0.54,0.29,0.23,0.33,0.52,-0.11,0.14
8264,20140912,-0.2903,-0.73,-0.65,-0.41,-0.61,-0.74,-0.58,-0.4,-0.43
8264,20140915,0,-1.55,-1.13,-0.97,-0.84,-0.32,-0.1,-0.12,0.34
8264,20140916,0.7278,-0.15,0.1,0.09,0.64,0.59,0.5,0.67,0.24
8264,20140917,-0.1445,0.57,0.18,0.11,0.07,0.07,0.12,0.08,-0.28
8264,20140918,-1.3025,0.07,0.32,0.24,0.45,0.42,0.12,0.06,-0.53
8264,20140919,-0.7331,-1.01,-0.89,-0.26,-0.38,-0.54,-0.41,0.05,-0.18
8264,20140922,-0.7386,-2.05,-1.41,-1.1,-1.25,-1.31,-1.28,-0.05,-0.56
8264,20140923,-0.1488,-0.88,-0.78,-0.73,-0.75,-0.71,-0.71,0.26,0.25
8264,20140924,0.7452,1.08,0.55,0.05,1.08,0.58,0.3,0.17,-0.03
8264,20140925,-0.2959,-1.55,-1.55,-0.97,-1.58,-1.5,-1.42,-0.22,-0.12
8264,20140926,0,0.96,0.9,0.46,0.83,0.71,0.61,0.58,0.16
8264,20140929,1.0386,0.31,0.02,-0.16,0.01,-0.22,-0.14,0.14,-0.39
8264,20140930,-1.4684,-1.14,-1.13,-0.72,-0.71,-0.77,-0.73,-0.16,-0.8
8264,20141001,-0.149,-1.89,-1.53,-1.17,-1.52,-1.56,-1.23,-0.35,-0.34
8264,20141002,-0.2985,1.3,1,0.56,0.35,0.14,0.07,-0.25,0.13
8264,20141003,-0.1497,1.04,0.5,0.21,1.12,0.76,0.65,0.5,-0.68
8264,20141006,1.3493,-1.33,-1,-0.62,-0.46,-0.28,-0.15,-0.33,-0.08
8264,20141007,0.2959,-2.09,-1.67,-1.31,-1.68,-1.74,-1.51,0.1,-0.55
8264,20141008,-0.885,1.15,1.37,0.87,1.59,1.46,1.44,0.28,-0.47
8264,20141009,0,-2.7,-2.5,-1.86,-2.28,-2.51,-2.79,0.06,-1.81
8264,20141010,-0.4464,-1.45,-1.28,-0.69,-1.96,-1.71,-1.36,-0.42,-1.74
8264,20141013,0.5979,-0.16,-0.34,-0.25,-1.87,-2.01,-1.54,-0.94,-2.09
8264,20141014,-0.4458,0.77,0.75,0.49,0.7,0.53,0.55,-0.82,-0.05
8264,20141015,-1.194,1.7,1.05,0.54,0.3,0.02,-0.66,-0.69,2.2
8264,20141016,0.4532,1.61,1.64,1.31,0.77,0.91,0.94,-0.29,2.19
8264,20141017,-0.1504,-0.23,-0.22,-0.39,1.06,1.23,0.65,1.07,0.67
8264,20141020,-0.753,1.32,0.77,0.62,1.19,0.94,1.03,0.05,0.11
8264,20141021,0.7587,1.28,1.44,0.98,2.29,2.51,2.3,0.27,1.26
8264,20141022,-0.6024,-1.55,-1.17,-0.97,-1.31,-1.23,-1.05,0.76,-0.7
8264,20141023,0.4545,1.88,1.46,0.97,1.45,1.66,1.08,0.09,0.92
8264,20141024,-0.6033,0.28,0.02,-0.09,0.69,0.53,0.4,1.08,-0.46
8264,20141027,0.3035,-0.34,-0.27,-0.23,-0.27,-0.42,-0.63,0.35,-1.24
8264,20141028,0.7564,2.61,2.86,1.82,1.62,1.83,1.79,-0.29,0.59
8264,20141029,1.0511,-0.4,-0.4,0.23,-0.55,-0.22,0.1,0.25,0.42
8264,20141030,-0.8915,0.99,0.76,0.43,0.68,0.3,0.26,0,-0.69
8264,20141031,-0.2999,0.96,1.45,0.91,1.33,1.51,1.33,-0.02,0.81
8264,20141103,0,-0.27,-0.48,-0.36,-0.02,0,-0.22,0.35,-0.4
8264,20141104,-0.9023,-0.33,-0.38,-0.47,-0.54,-0.68,-0.68,0.52,-0.91
8264,20141105,-0.3035,-0.07,0.3,0.36,-0.02,0.92,1.14,-0.21,0.52
8264,20141106,0.6088,0.48,0.48,0.23,0.8,0.75,0,0.21,0.09
8264,20141107,0.6051,0.06,0.18,0.37,-0.04,0.3,0.69,-0.92,0.66
8264,20141110,-1.0526,0.66,0.34,0.1,0.36,0.2,-0.15,0.62,-0.54
8264,20141111,0.9119,0.11,-0.05,-0.11,0.18,0.05,-0.1,-0.35,0.14
8264,20141112,-0.1506,0.63,0.68,0.42,0.32,0.14,-0.12,-0.2,0.09
8264,20141113,-1.2066,-1.11,-1.12,-0.76,-0.31,-0.48,-0.57,0.39,0.28
8264,20141114,0.7634,-0.12,0.12,0.12,0.08,0.27,0.26,-0.77,0.46
8264,20141117,0.4545,-1.01,-1.12,-0.59,-0.21,-0.11,0.1,0.59,0.1
8264,20141118,-0.6033,0.53,0.4,0.21,0.68,0.55,0.37,0.65,0.16
8264,20141119,0.3035,-1.2,-1.04,-0.97,-0.19,-0.22,-0.4,-0.06,0.18
8264,20141120,0.6051,1.07,1.1,0.9,0.52,0.62,0.73,-0.73,0.1
8264,20141121,0.3008,0.3,0.23,0.04,0.58,0.59,0.55,-0.37,0.42
8264,20141124,-0.7496,1.46,1.18,0.71,0.73,0.4,0.12,0.12,-0.35
8264,20141125,0.3021,-0.31,-0.13,0,-0.06,-0.11,-0.22,0.49,0.25
8264,20141126,-0.1506,0.68,0.34,0.03,0.15,-0.09,-0.31,0.97,-0.37
8264,20141128,-3.6199,-1.37,-1.69,-1.6,-0.41,-1.45,-1.9,1.22,-2.63
8264,20141201,1.5649,-2.15,-1.68,-1.51,-1.35,-1.23,-0.99,0.31,0.16
8264,20141202,-1.849,1.04,1.14,0.69,0.56,0.52,0.56,0.81,0.06
8264,20141203,-0.314,0.75,0.83,0.61,0.64,1.16,0.85,-0.21,0.45
8264,20141204,0,-0.76,-0.63,-0.28,-0.29,-0.43,-0.46,0.92,-0.39
8264,20141205,0,1.01,0.87,0.7,0.27,0.14,0.23,0.41,-0.37
8264,20141208,-1.2598,-1.64,-1.77,-1.51,-1.05,-1.5,-1.1,1.12,-1.87
8264,20141209,1.1164,2.24,2.08,1.23,0.44,0.49,0.79,-0.37,0.86
8264,20141210,-1.1041,-2.39,-2.32,-1.95,-1.92,-2.24,-2.27,0.65,-1.03
8264,20141211,-0.1595,0.35,0.25,0.24,0.59,0.33,0.43,0.2,-0.59
8264,20141212,0.1597,-0.54,-0.94,-0.98,-1.3,-1.74,-1.89,0.05,-0.54
8264,20141215,-0.9569,-1.64,-0.68,-0.95,-0.59,-0.65,-0.99,0.16,-0.16
8264,20141216,-1.2882,-0.51,-0.07,0.17,-0.63,-0.31,0.02,-0.6,1.07
8264,20141217,0.4894,3.49,2.69,2.3,2.4,2.52,2.71,-0.65,1.49
8264,20141218,-0.3247,1.77,1.49,1.28,2.16,1.99,2.05,0.26,0.27
8264,20141219,0.3257,0.4,0.34,0.34,0.54,0.82,1.05,-1.02,1.58
8264,20141222,-1.6234,0.37,0.68,0.52,0.21,0.35,-0.27,0.21,-0.13
8264,20141223,0.495,-0.49,0.37,0.23,0.15,0.62,0.84,-0.93,0.94
8264,20141224,-1.3136,0.53,0.4,0.26,0.09,0.07,0.01,0.73,-0.25
8264,20141226,0.3328,0.93,0.55,0.51,0.38,0.28,0.33,0.08,0.19
8264,20141229,-0.3317,-0.17,0.17,0.42,0.21,0.32,0.56,-0.18,0.07
8264,20141230,0,-0.55,-0.27,-0.05,-0.65,-0.46,-0.49,-0.08,0.06
8264,20141231,-1.6639,0.55,-0.08,-0.05,-0.69,-0.9,-0.97,-0.48,0.16
8264,20150102,-0.3384,0.07,-0.14,-0.21,-0.22,-0.09,0,-0.09,0.69
8264,20150105,0,-1.07,-1.43,-1.11,-1.79,-2.31,-2.58,1.19,-0.56
8264,20150106,0.1698,-1.7,-1.78,-1.24,-1.27,-1.21,-1.35,0.48,-0.32
8264,20150107,-0.678,1.48,0.95,0.41,1.3,0.95,0.74,0.93,-0.58
8264,20150108,0.1706,1.95,1.58,0.93,1.88,1.93,1.85,0.13,0.18
8264,20150109,0,-0.64,-0.72,-0.57,-0.75,-0.83,-1.14,0.04,-0.35
8264,20150112,-1.7036,-0.23,-0.63,-0.18,-0.75,-1.13,-1.09,0.91,-0.65
8264,20150113,-0.5199,-0.42,-0.06,-0.03,-0.13,-0.29,-0.32,0.32,-0.03
8264,20150114,1.0453,-0.2,-0.48,-0.62,-0.51,-0.52,-0.61,0.07,-0.82
8264,20150115,-0.6897,-2.7,-1.86,-1.29,-1.39,-1.17,-1.16,0.76,0
8264,20150116,1.5625,1.86,1.45,1.37,1.37,1.52,1.6,-0.25,0.04
8264,20150120,-1.8803,-0.44,-0.79,-0.8,0.12,-0.13,-0.55,0.74,-0.54
8264,20150121,1.0453,-1,-0.32,-0.17,0.66,0.95,1.02,-1,0.73
8264,20150122,-0.8621,1.36,1.68,1.46,1.4,1.57,1.68,0.32,0.81
8264,20150123,-0.3478,0,-0.21,-0.46,-0.24,-0.54,-0.77,0.11,-0.17
8264,20150126,-0.349,1.41,0.91,0.66,0.72,0.89,1.05,-0.85,0.32
8264,20150127,0.5254,-0.23,-0.23,-0.19,-0.8,-0.74,-0.43,-0.43,-0.47
8264,20150128,-1.0453,-1.39,-1.53,-1.28,-1.42,-1.55,-2.18,1.22,-0.63
8264,20150129,-1.4085,1.07,1.16,0.77,0.98,0.77,0.9,0.63,-0.19
8264,20150130,1.9643,-1.87,-1.73,-1.05,-1.1,-1.08,-0.76,-2.64,0.42
8264,20150202,0.5254,0.38,0.94,1.22,1.13,1.5,2.07,-0.8,1.5
8264,20150203,2.6132,1.3,1.88,1.58,1.78,2.27,2.38,-1.21,1.47
8264,20150204,-2.3769,-0.49,-0.53,-0.46,-0.35,-0.54,-0.71,0.79,-0.11
8264,20150205,0.8696,1.71,1.48,1.27,1.2,1.34,1.32,-0.71,0.15
8264,20150206,0.1724,-0.1,0.09,0.19,-0.15,-0.08,-0.02,-0.8,0.29
8264,20150209,0.8606,-0.43,-0.32,-0.3,-0.44,-0.35,-0.31,-0.68,-0.12
8264,20150210,-1.3652,0.72,0.23,0.07,1.04,0.85,0.43,1.22,0.37
8264,20150211,-0.519,0.07,-0.13,-0.02,0.11,-0.03,-0.44,0.48,-0.14
8264,20150212,1.3913,1.24,0.96,0.84,1.27,1.08,1.07,-0.46,-0.26
8264,20150213,1.3722,0.85,0.93,0.65,0.78,0.76,0.5,-1.3,-0.12
8264,20150217,-0.5076,0.57,0.38,0.26,0.26,0.19,0.39,0.01,-0.12
8264,20150218,-0.6803,0.57,-0.01,-0.23,0.28,0.21,-0.24,0.65,0.64
8264,20150219,0,0.15,0.3,0.26,0.2,0.03,-0.08,-0.55,-0.2
8264,20150220,-0.5137,-0.08,0.05,-0.16,0.69,0.59,0.39,0.57,-0.08
8264,20150223,-0.8606,-0.25,-0.37,-0.43,-0.15,-0.16,-0.33,0.95,0
8264,20150224,0.1736,0.56,0.53,0.44,0.04,0.37,0.51,-0.03,0.38
8264,20150225,0.8666,0.75,0.57,0.28,0.41,-0.05,-0.25,-1,-0.1
8264,20150226,-0.6873,0.6,0.25,0.1,-0.15,-0.33,-0.8,0.34,-0.06
8264,20150227,1.2111,-0.78,-0.27,-0.33,-0.4,-0.33,-0.18,-0.22,0.32
8264,20150302,-1.3675,1.01,0.81,0.46,0.83,0.55,-0.04,0.35,-0.27
8264,20150303,0.1733,-0.74,-0.55,-0.1,-0.41,-0.37,0.02,-0.39,0.23
8264,20150304,-0.173,-0.13,-0.47,-0.32,-0.48,-0.35,-0.53,0.04,-0.11
8264,20150305,-0.3466,0.82,0.15,0.1,0.22,-0.03,0.21,-0.02,-0.13
8264,20150306,-0.8696,-1.05,-0.88,-0.56,-1.33,-1.34,-1.22,0.12,-0.33
8264,20150309,-0.5263,-0.23,0.1,0.09,0.29,0.27,-0.21,0.82,-0.38
8264,20150310,-1.0582,-1.14,-1.46,-1.36,-1.4,-1.52,-1.8,0.48,0.27
8264,20150311,0.1783,0.39,0.51,0.1,0.3,0.27,0.56,-0.04,0.05
8264,20150312,-0.3559,1.36,1.67,1.41,1.12,1.12,1.22,0.66,-0.23
8264,20150313,-1.4286,-0.45,-0.37,-0.32,-0.72,-0.58,-0.74,0.75,-0.24
8264,20150316,-0.1812,-0.07,-0.03,-0.14,1.18,1.06,0.94,0.64,-0.23
8264,20150317,-0.363,0.32,0.09,0.24,-0.09,-0.18,-0.06,0.21,-0.36
8264,20150318,2.0036,0.73,0.59,0.33,1.03,1.51,1.52,-0.86,1.28
8264,20150319,-0.8929,0.76,0.27,0.04,-0.13,-0.63,-1.11,0.95,-0.89
8264,20150320,1.4414,0.03,0.64,0.32,0.68,0.98,1.32,-0.39,0.44
8264,20150323,0.7105,0.08,0.22,0.58,-0.31,-0.2,-0.04,-0.5,0.58
8264,20150324,-0.1764,0.41,0.21,0.26,-0.32,-0.46,-0.51,-0.31,0.08
8264,20150325,0.1767,-2.87,-1.84,-1.19,-1.66,-1.35,-0.96,-1.22,1.16
8264,20150326,0.8818,-0.1,-0.2,0.1,-0.02,-0.32,-0.25,-0.01,0.23
8264,20150327,-1.5734,0.58,0.41,0.08,0.68,0.45,-0.26,1.18,-0.4
8264,20150330,-0.1776,1.21,0.91,0.48,1.15,1.35,1.42,0.19,-0.09
8264,20150331,-1.0676,-0.44,-0.32,-0.2,-0.53,-0.51,-0.51,-0.24,0.03
8264,20150401,1.6187,-0.1,0.06,0.15,-0.53,-0.29,0.05,-0.16,0.34
8264,20150402,-0.177,0.55,0.5,0.51,0.42,0.43,0.61,-0.58,0.05
8264,20150406,1.2411,0.39,0.32,0.16,0.76,0.86,1,-1.31,0.35
8264,20150407,0.3503,0.2,-0.1,0.13,-0.29,-0.39,-0.33,-0.3,0.55
8264,20150408,-2.0942,0.89,0.55,0.21,0.66,0.22,-0.12,1.28,0.26
8264,20150409,-0.3565,0.09,-0.18,0.14,0.35,0.43,0.3,-0.83,-0.17
8264,20150410,0.7156,0.57,0.4,0.14,0.39,0.3,0.17,0.34,0.19
8264,20150413,-0.5329,0.36,0.09,0.09,-0.41,-0.55,-0.15,0.05,0.43
8264,20150414,0.7143,0.25,0.1,0.22,0.03,0.35,0.35,-1.18,-0.65
8264,20150415,1.773,1.12,0.94,1.03,0.61,0.87,1.21,-1.75,-0.55
8264,20150416,0.6969,-0.13,-0.03,-0.23,-0.1,-0.27,-0.38,0.58,0.39
8264,20150417,-0.519,-1.62,-1.62,-1.14,-1.31,-1.12,-1.25,0.09,-0.11
8264,20150420,-0.5217,0.78,0.99,0.7,0.81,0.84,0.67,0.29,0.38
8264,20150421,-0.3497,0.03,-0.07,-0.01,0.09,-0.15,-0.75,1.3,0.77
8264,20150422,-0.1754,0.17,0.21,0.12,0.33,0.35,0.42,-0.16,0.21
8264,20150423,1.0545,0.7,0.52,0.53,0.34,0.37,0.36,-0.27,0.06
8264,20150424,-0.1739,-0.53,-0.05,0.07,-0.28,-0.17,-0.15,0.37,0.2
8264,20150427,0.1742,-1.77,-1.09,-0.64,-0.74,-0.53,-0.71,-1.26,0.11
8264,20150428,0.3478,0.2,0.76,0.77,0,0.3,0.85,-0.75,-0.08
8264,20150429,0.8666,-1.09,-0.82,-0.45,-0.34,-0.25,0.36,-1.17,-0.8
8264,20150430,0.5155,-2.13,-2.18,-1.17,-1.22,-0.86,-0.82,-1.16,-0.38
8264,20150501,-0.1709,0.65,0.48,0.18,1.06,1,0.5,1.04,0.77
8264,20150504,0.1712,0.55,0.34,0.42,0.21,0.25,0.55,0.22,0.22
8264,20150505,1.0256,-1.61,-0.95,-0.77,-1.33,-1.27,-1.21,-0.43,-0.13
8264,20150506,-0.1692,-0.2,0.25,-0.23,0.02,-0.18,-0.37,0.41,0.45
8264,20150507,-1.3559,0.42,0.42,0,0.46,0.2,-0.12,0.88,0.89
8264,20150508,0.8591,0.77,0.4,0.45,0.94,1.04,1.16,0.14,0.01
8264,20150511,-0.6814,0.19,-0.01,0.13,-0.17,-0.07,-0.28,0.59,0.09
8264,20150512,1.2007,-0.37,-0.26,-0.1,-0.27,-0.23,-0.19,-0.34,-0.16
8264,20150513,0.339,-0.1,0.08,0.03,0.08,0.12,-0.07,-0.09,-0.15
8264,20150514,0.5068,0.63,0.68,0.42,0.99,0.77,0.42,0.88,-0.35
8264,20150515,-0.1681,0.24,0.08,-0.09,0.13,0.11,-0.03,-0.38,0.37
8264,20150518,-0.1684,0.92,0.82,0.44,0.56,0.58,0.63,0.74,0.06
8264,20150519,-2.1922,-0.52,-0.55,-0.37,-0.33,-0.34,-0.26,0.88,-0.29
8264,20150520,0.1724,0.04,0.28,0.05,0.07,-0.04,0,-0.2,-0.01
8264,20150521,0.6885,-0.1,-0.05,0.01,0.27,0.38,0.24,-0.57,0.31
8264,20150522,-1.1966,-0.22,-0.47,-0.33,-0.13,-0.1,-0.3,0.31,-0.07
8264,20150526,-1.7301,-0.98,-0.91,-0.88,-1.04,-1.15,-1.27,0.41,-0.25
8264,20150527,-0.7042,1.19,1.01,0.66,0.78,0.86,0.78,0.82,-0.23
8264,20150528,0.1773,0.04,0.02,-0.08,-0.22,-0.17,-0.09,0.24,-0.06
8264,20150529,0.708,-0.11,-0.25,-0.32,-0.73,-0.31,-0.47,0.13,0.03
8264,20150601,0,0.19,-0.04,-0.1,0.17,0.13,-0.32,0.43,-0.16
8264,20150602,1.0545,0.61,0.66,0.63,0.11,0.14,0.61,-0.88,0.62
8264,20150603,-1.0435,1.68,1.18,0.63,0.49,0.32,0.26,0.32,-0.32
8264,20150604,-0.8787,-0.54,-0.81,-0.67,-0.99,-1.01,-1.08,0.17,-0.21
8264,20150605,0.1773,1.18,0.77,0.58,0.38,0.27,0.22,-0.22,-0.38
8264,20150608,0.354,-0.33,-0.48,-0.36,-0.72,-0.73,-0.62,-0.03,-0.03
8264,20150609,1.5873,-0.3,-0.41,-0.02,-0.16,0,0.09,-0.03,-0.34
8264,20150610,0.3472,0.9,1.32,1.1,1.04,1.13,1.43,-0.09,-0.18
8264,20150611,-1.0381,0.05,0.05,-0.13,0.33,0.32,0.02,0.45,-0.1
8264,20150612,-0.8741,0.06,-0.1,-0.09,-0.51,-0.57,-0.69,0.1,-0.2
8264,20150615,-0.3527,-0.23,-0.46,-0.19,-0.52,-0.58,-0.5,0.31,-0.21
8264,20150616,0.177,0.43,0.33,0.56,0.49,0.48,0.62,0.13,-0.24
8264,20150617,0,0.08,-0.22,-0.38,0.29,0.07,-0.19,0.16,0.23
8264,20150618,0.1767,1.14,0.98,0.46,1.04,0.73,0.54,0.84,0.22
8264,20150619,-0.7055,0,-0.16,-0.47,-0.28,-0.17,-0.58,0.4,-0.21
8264,20150622,0.1776,0.77,0.47,0.66,0.55,0.53,0.68,0.19,-0.27
8264,20150623,0.7092,0.42,0.5,0.44,0.04,0.14,0.39,-0.27,-0.25
8264,20150624,-0.3521,-0.99,-0.91,-0.45,-1,-0.81,-0.94,0.01,0.1
8264,20150625,0.3534,-0.21,-0.19,0,-0.19,-0.36,-0.65,0.91,-0.54
8264,20150626,0.1761,-0.84,-0.41,-0.17,-0.1,-0.15,0.27,0.01,-0.28
8264,20150629,-0.3515,-2.82,-2.26,-1.89,-2.3,-2.2,-2.16,0.29,0.25
8264,20150630,1.94,0.96,0.45,0.07,0.48,0.19,0.08,0.69,-0.32
8264,20150701,-1.0381,-0.15,-0.03,-0.32,0.45,0.38,0.45,1.63,-1.01
8264,20150702,0.1748,-0.75,-0.39,-0.5,-0.2,-0.05,-0.29,-0.34,0.29
8264,20150706,-2.6178,-0.08,-0.4,-0.59,-0.29,-0.64,-0.75,1.42,-0.87
8264,20150707,-1.6129,-0.18,-0.21,-0.48,0.56,0.55,0.3,-0.39,0.17
8264,20150708,0.3643,-2.16,-1.82,-1.68,-1.78,-1.74,-1.85,0.57,-0.8
8264,20150709,1.0889,1.05,0.28,0.71,0.51,0.05,0.67,0.02,0.11
8264,20150710,0.3591,1.8,1.39,0.99,1.29,1.03,0.78,1.15,-0.57
8264,20150713,0.1789,1.33,0.95,0.73,1.25,0.91,0.85,0,0.07
8264,20150714,-0.1786,0.88,0.54,0.44,0.53,0.43,0.45,-0.29,0.28
8264,20150715,-0.8945,-0.77,-1.06,-0.8,-0.45,-0.6,-0.58,1.35,-1.07
8264,20150716,-0.361,0.83,0.51,-0.03,0.68,0.45,0.34,0.76,-1.12
8264,20150717,-0.5435,-0.37,-0.42,-0.54,-0.28,-0.7,-0.98,-0.05,-1.28
8264,20150720,-1.4572,-1.15,-1.23,-1.39,0.11,-0.47,-0.63,1.39,-1.24
8264,20150721,0.1848,-0.4,-0.14,-0.09,-0.53,-0.6,-0.4,-0.38,0.38
8264,20150722,-0.9225,0.12,-0.03,-0.37,0.06,0.04,0.06,1.12,-1.01
8264,20150723,-1.1173,-0.69,-1.13,-0.72,-0.33,-0.61,-0.58,-0.15,0.71
8264,20150724,-1.1299,-2.05,-1.48,-1.05,-1.07,-1.2,-0.84,1.06,-1.12
8264,20150727,-1.1429,-1.16,-0.96,-0.99,-0.97,-0.86,-1.05,0.23,-0.39
8264,20150728,0.7707,0.66,0.63,0.42,1.46,1.26,1.14,-0.9,1.2
8264,20150729,0,0.09,0.45,0.77,0.61,1.18,1.28,-1.06,1.01
8264,20150730,-0.3824,0.4,0.27,-0.22,0.18,0.21,0.05,0.24,-0.23
8264,20150731,-0.7678,0.99,0.32,-0.1,0.33,0,-0.48,1.23,-0.86
8264,20150803,-1.5474,-0.8,-0.96,-0.66,-0.39,-0.66,-0.57,1.03,-1.49
8264,20150804,0.7859,-0.16,-0.14,-0.09,0.09,-0.04,-0.21,0.27,-0.23
8264,20150805,-0.3899,0.18,0.22,-0.03,0.64,0.43,-0.2,0.87,-0.34
8264,20150806,-0.3914,-2.13,-0.6,-0.18,-1.67,-0.47,0.31,-2.2,1.93
8264,20150807,0,-0.9,-0.24,-0.97,-0.33,-0.3,-0.58,1.12,-0.62
8264,20150810,2.3576,1.32,1.3,1.44,1.23,1.7,2.6,-2.1,1.64
8264,20150811,-1.5355,-1.42,-0.95,-0.51,-1.04,-0.98,-1.32,0.13,-0.62
8264,20150812,-0.3899,0.24,0.11,0.44,-0.05,0.29,-0.12,-1.04,1.01
8264,20150813,-0.3914,-0.44,-0.55,-0.32,-0.07,-0.37,-0.35,1.38,-0.66
8264,20150814,0,-0.03,0.45,0.51,0.4,0.58,0.64,0.21,-0.34
8264,20150817,-0.5894,1.02,0.55,0.1,1,0.64,0.29,0.73,0.51
8264,20150818,-0.5929,-1.1,-0.87,-0.45,-0.52,-0.33,-0.31,0.21,-0.43
8264,20150819,-0.994,-1.02,-0.92,-0.7,-0.79,-1.05,-1.36,1.24,-0.46
8264,20150820,0.8032,-2.83,-2.26,-1.66,-2.66,-2.23,-2.36,-0.4,-0.76
8264,20150821,-1.5936,-0.85,-1.09,-0.89,-2.55,-2.32,-2.62,-0.12,-0.28
